,0,1
Tercer Pueblo,hotel,0.0
Baghran district,,
Kegalle,populated place,17962.0
Pasajes de San Pedro,populated place,0.0
Rodriguez,first-order administrative division,59629.0
Gatta,populated place,0.0
Djakana,populated place,0.0
Ringim,second-order administrative division,0.0
Creteil,seat of a second-order administrative division,84833.0
Licab,seat of a third-order administrative division,6783.0
Quebrada Honda,second-order administrative division,0.0
Oleksandrivsk,populated place,0.0
Muhammad Agha district,populated place,0.0
Telpaneca,second-order administrative division,0.0
Saoula,populated place,16812.0
Razih district,,
Bagh-e Shamal,populated place,0.0
Jowhar district,second-order administrative division,0.0
Ghardimaou,second-order administrative division,0.0
Tina,field(s),0.0
Huasta,third-order administrative division,0.0
Brookline,populated place,58732.0
Taung,peak,0.0
Arnhem,seat of a first-order administrative division,141674.0
Chiara,third-order administrative division,0.0
Khumbong,,
Dih Sabz district,,
Sayyad,locality,0.0
Areovida,,
Khudengthabi,,
Chaki Wardak,second-order administrative division,0.0
Chota Lahore,,
Angor Bagh,,
Witten,populated place,101247.0
Bala Buluk,second-order administrative division,0.0
Bang Nak,second-order administrative division,42426.0
Mastak,mountains,0.0
Daman,seat of a first-order administrative division,39737.0
Balite,populated place,7495.0
Haskah Mena,populated place,0.0
Marantao,island,0.0
Sinsil,populated place,0.0
Malamodao,fourth-order administrative division,0.0
Dao,seat of a first-order administrative division,1143841.0
Ahmadgarh,populated place,0.0
Mejicanos,populated place,160317.0
Cerros de San Pedro,mountains,0.0
Kharar,seat of a first-order administrative division,90218.0
Itsa,second-order administrative division,0.0
Datu Hofer,,
Clondalkin,populated place,14508.0
Thane,populated place,1261517.0
San Marcos district,populated place,0.0
Hotan district,,
Oron,populated place,112033.0
Lakhisarai district,,
Galgalo,populated place,0.0
Thottipalayam,,
Zvecan,second-order administrative division,0.0
Pardes Hanna,populated place,0.0
Cho Airong,second-order administrative division,36881.0
Al-Bazul,populated place,0.0
Damasak,seat of a second-order administrative division,13874.0
Bengaluru,seat of a first-order administrative division,5104047.0
Chonguene,populated place,0.0
Baezai,locality,0.0
Samal,seat of a third-order administrative division,43526.0
Igorre,populated place,0.0
Boyaca,first-order administrative division,1255311.0
Goppingen,seat of a third-order administrative division,58040.0
Balcon,locality,0.0
Pilar,seat of a first-order administrative division,28716.0
Mevo Dotan,israeli settlement,0.0
Mahayag,populated place,17144.0
Kokab,populated place,0.0
Lautoka,seat of a first-order administrative division,52500.0
Nozhay-Yurtovsky (District),,
Pyuthan,seat of a third-order administrative division,0.0
Sabir,second-order administrative division,100254.0
El Roblar,locality,0.0
Ellisras,airport,0.0
Barahom,,
Ajiri,third-order administrative division,0.0
Tikkam,,
Oton,seat of a first-order administrative division,134412.0
Tagdempt,populated place,0.0
Narang district,mountain,0.0
Los Manchones,populated place,0.0
Fermanagh district,historical second-order administrative division,62500.0
Kuwadzana,section of populated place,0.0
Lubero district,,
Poleglass,,
Ueken,populated place,0.0
Ghaljo,populated place,0.0
Chandrapura,populated place,0.0
Cienaga district,,
Araibo,fourth-order administrative division,0.0
Mama Khel,seat of a second-order administrative division,0.0
Sultan sa Barongis,third-order administrative division,22425.0
Mistrato,second-order administrative division,15166.0
Gulmarg,populated place,730.0
Yaghi Band,populated place,0.0
Mildu,populated place,0.0
Gawak,populated place,0.0
Muang Narathiwat,second-order administrative division,104051.0
Sheikh Baba,populated place,0.0
Toraya,populated place,0.0
Pashat,populated place,0.0
Ispaster,populated place,616.0
Kumbi,populated place,0.0
West Rand district,second-order administrative division,754903.0
Holywood,populated place,13109.0
Bud Bud,capital of a political entity,1741041.0
Ad-Dana,populated place,0.0
Sadawa,populated place,0.0
Garasweyne,,
San Juan Sacatepequez,seat of a second-order administrative division,136886.0
Veruela,populated place,18114.0
Tur al-Bahah,second-order administrative division,0.0
Boudoukhane,,
Puerto Claver,populated place,0.0
Piliyandala,populated place,0.0
Koothuparamba,,
Bilampi,locality,0.0
La Spezia,seat of a second-order administrative division,88491.0
Banjul,capital of a political entity,34589.0
Arar,seat of a first-order administrative division,148540.0
Tullyhommon,,
nimaima,second-order administrative division,5523.0
Oujda,seat of a first-order administrative division,405253.0
Sinak,populated place,0.0
Deleig,populated place,0.0
Lula,seat of a third-order administrative division,1479.0
Kent,seat of a first-order administrative division,37522.0
Kufra,first-order administrative division,55690.0
Mangaize,populated place,0.0
Sahel Boubarak,,
Tabda,populated place,0.0
Ocana district,,
Mazbat,populated place,0.0
El Corozo,locality,0.0
Mondomo,populated place,0.0
Jallam,locality,0.0
Durgapur,second-order administrative division,0.0
Ruyi Du Ab district,,
Jamaslan,,
Koulfoua,,
Leicester,seat of a second-order administrative division,508916.0
Comayaguela,populated place,0.0
Tamara,second-order administrative division,7118.0
Chinene,populated place,0.0
Kimlawis,,
Prigorodny district,,
Navatkuli,populated place,0.0
Zalingei district,,
Aouf,populated place,0.0
Safrah,locality,0.0
Baridih,populated place,0.0
Lagonglong,seat of a third-order administrative division,9043.0
Sungai Padi (District),,
Matarani,port,0.0
Samashki,populated place,10848.0
Morococha,mountain,0.0
Hesarak district,,
Union,first-order administrative division,263271.0
El Centro,populated place,0.0
Bia,peak,0.0
Gihosha,second-order administrative division,0.0
Deh Gul,populated place,0.0
Chandia,locality,0.0
Colcabamba,seat of a third-order administrative division,0.0
Diyadin,second-order administrative division,45395.0
Aqcha,populated place,0.0
El Cerro,mountain,0.0
El Cerrito,populated place,38390.0
Mekla,populated place,29560.0
Cocharcas,third-order administrative division,0.0
Dobandi,populated place,0.0
Mandeo,populated place,0.0
Akure,seat of a first-order administrative division,420594.0
Tal Kali,populated place,0.0
El Coyolito,populated place,0.0
Merlo,seat of a second-order administrative division,0.0
Carmen de Atrato,second-order administrative division,11849.0
Khuan Nori,populated place,0.0
Pursat,seat of a first-order administrative division,52476.0
Battagram district,seat of a second-order administrative division,700000.0
Santa Cruz Verapaz,second-order administrative division,0.0
Surrey,region,0.0
chittagong,seat of a first-order administrative division,3920222.0
Quipile,second-order administrative division,8217.0
Nadir Shah Kot district,,
Lejanias,second-order administrative division,9558.0
Okinawa,first-order administrative division,1416587.0
Jhargram district,populated place,0.0
Sitakunda,populated place,0.0
Lambayong,populated place,11009.0
Albu Tumah,,
Tika,locality,0.0
Kayapinar district,,
Ermelo,populated place,10255.0
Chowka More,,
San Pablo City,populated place,207577.0
Rashakai,area,0.0
Shauri,locality,0.0
Pamalwaya,,
San Antonio del Prado,populated place,0.0
Mallakam,fourth-order administrative division,0.0
Gode,airport,0.0
Prunelli-di-Fiumorbo,populated place,2988.0
Ansbach,seat of a second-order administrative division,31839.0
Vitez,third-order administrative division,0.0
Sanur,populated place,0.0
Patti,seat of a first-order administrative division,410000.0
Paitan,forest reserve,0.0
Salfit,second-order administrative division,0.0
At Tawil,area,0.0
Danok,populated place,0.0
Walsall,seat of a second-order administrative division,172141.0
Piat,second-order administrative division,724.0
Murhu,populated place,0.0
Wardiyah,populated place,0.0
Hani district,second-order administrative division,798597.0
Antisiranana,,
Mirpur Khas,seat of a second-order administrative division,215657.0
Bayt Jala,housing development,0.0
Khalde,populated place,0.0
Aceh,seat of a first-order administrative division,250757.0
Shalghamay,populated place,0.0
Sholgara district,,
Bori,seat of a first-order administrative division,26782.0
Beit Safafa,populated place,0.0
Kamuya,hill,0.0
Sarkol,lake,0.0
Mangaluru,populated place,417387.0
Tsakane,populated place,0.0
Zaida,populated place,26787.0
Pitalito district,,
Witu,populated place,5380.0
Gumsuri,populated place,0.0
Magumeri,second-order administrative division,0.0
Chapahar,,
Fadiliyah,area,0.0
Raipur district,seat of a first-order administrative division,679995.0
Sinhapura,fourth-order administrative division,0.0
Abud,populated place,0.0
Sur,region,1702000000.0
Obe,area,0.0
Maroua,seat of a first-order administrative division,319941.0
Gokulnagar,populated place,0.0
Sarpol-e Zahab,seat of a second-order administrative division,51611.0
Taraza district,,
Sipah,ridge(s),0.0
Stalskoye,populated place,0.0
Agrigento,seat of a second-order administrative division,32514.0
Aaichiye,populated place,0.0
Umzimkhulu,third-order administrative division,243242.0
Ramgarh district,locality,0.0
Ibrahim Ali,locality,0.0
Kabang,second-order administrative division,20009.0
Ngalda,third-order administrative division,0.0
Kundasale,populated place,0.0
Zaghaniyah,,
Basel,seat of a first-order administrative division,164488.0
Korangal,mountain,0.0
Shamkhal,populated place,8375.0
Muramgaon,area,0.0
Zemio,airport,0.0
Dainadubi,populated place,0.0
Chaghcharan,second-order administrative division,0.0
Bahcesaray,second-order administrative division,16819.0
Bardere district,,
Arecibo,seat of a first-order administrative division,49318.0
Gaberi,populated place,0.0
Guaynabo,seat of a first-order administrative division,81360.0
Kuta,populated place,30012.0
Karlapat,populated place,0.0
Mayang Imphal,populated place,22159.0
Byblos,seat of a second-order administrative division,20784.0
Sarobi,mountain,0.0
Chando,populated place,0.0
Gumsa,third-order administrative division,0.0
Blat,populated place,0.0
Dugaa,populated place,0.0
Michika,second-order administrative division,0.0
Totos,third-order administrative division,0.0
Dhamtari,populated place,87151.0
Wolverhampton,seat of a second-order administrative division,252791.0
Dardpora,,
Anamaduwa,third-order administrative division,38171.0
Sachabamba,populated place,0.0
San Cayetano Istepeque,populated place,0.0
Negrine,populated place,0.0
Restrepo,second-order administrative division,15805.0
Chaghatak,mountain,0.0
Gonzaga,seat of a third-order administrative division,5230.0
Pitayo,locality,0.0
Kamenge,second-order administrative division,0.0
San Bartolo Ichanmico,populated place,0.0
Usta Muhammad,populated place,43983.0
Huacaybamba,second-order administrative division,0.0
Hnutove,populated place,0.0
Tuka,populated place,0.0
Malang,populated place,746716.0
Ayshiyah,abandoned populated place,0.0
Jaro,area,0.0
Torrance,populated place,148475.0
Farisiyah,area,0.0
Shewa,second-order administrative division,1431305.0
Oroya,seat of a third-order administrative division,33345.0
Elbasan,seat of a first-order administrative division,100903.0
Pontal de Paranapanema district,,
Monastir,seat of a first-order administrative division,71546.0
Tal Ali,locality,0.0
Arayat,seat of a third-order administrative division,87987.0
Tonka,independent political entity,122580.0
Umuahia,seat of a first-order administrative division,264662.0
Hardan,populated place,0.0
Anjan,,
Vegalarga district,,
Adina,,
Burambi,,
Kallady,,
Izingolweni,,
La Morada,,
La Magdalena,,
Thepa,,
Kells,,
Shahbaz,,
Sidi Rais,,
Buxar,,
Imamganj,,
Fatehgarh Churian,,
Al-Mukharram,,
Dorado,,
Vishakhapatnam,,
Vilkhove,,
Bethesda,,
Shikarpur district,,
Datu Montawal,,
Laurel,,
Oued Chorfa,,
Morur,,
Garsila,,
Gandaher,,
Narayanpatna,,
Gao district,,
Morelia,,
Zabadani,,
Atambua,,
Purace,,
Sogratl,,
Obi district,,
Belen de los Andaquies,,
Baixada Fluminese,,
Huamachuco district,,
Ouriacha,,
Langting,,
Nyanza-Lac,,
Qazvin,,
Souanine,,
Asyud,,
Mataram,,
Nabi Sheet,,
Dujail district,,
Birbanki,,
Roumieh,,
Dalwa,,
Babil,,
Cuenca,,
Wukari,,
Frisal,,
Pariacoto,,
Barada,,
Barkan,,
Busar,,
Upi,,
Shariff Saydona Mustapha,,
El Semillero Barra Nahualate,,
Ayn Marrah,,
San Justo,,
Shah Kas,,
Mohnyin,,
Janbazpora,,
Har Dov,,
Guadalupe district,,
Barahathawa,,
Mahus,,
Ziarat-e Khvajeh Owrya,,
Gurbulak,,
Hassan Khel,,
Katekalyan,,
Jalai district,,
Amarliya,,
Datu Unsay district,,
Tecapan,,
Ahmadiyeh,,
Pullman,,
Derik district,,
Mo Mawi,,
Behiang,,
Bachit,,
Hani,,
San Jose Villanueva,,
Takhteh Pol,,
Lokchao,,
Lebedynske,,
Orlivske,,
Santa Eulalia,,
Ovejas,,
Sevare,,
San Pedro de Macoris,,
Kandi,,
Karimanagar district,,
Gharibabad,,
Santhiveli,,
Glendale,,
Nikopol,,
Lubbock,,
Pailitas district,,
Ergneti,,
Shah Mansur,,
Altamur,,
Lircay,,
Rovira,,
Ataghar,,
Sultan Kudarat,,
Krarib,,
